audio_id,mfcc_path,mel_spectrogram_path,pitch_path,tempo_path,sample_rate,duration_seconds,mfcc_shape,mel_spectrogram_shape,pitch_shape,tempo_shape,feature_format
librispeech_0741,data\features\audio_npy\librispeech_0741_mfcc.npy,data\features\audio_npy\librispeech_0741_mel_spectrogram.npy,data\features\audio_npy\librispeech_0741_pitch.npy,data\features\audio_npy\librispeech_0741_tempo.npy,16000,2.96,"(13, 93)","(128, 93)","(89,)","(1,)",npy
librispeech_0742,data\features\audio_npy\librispeech_0742_mfcc.npy,data\features\audio_npy\librispeech_0742_mel_spectrogram.npy,data\features\audio_npy\librispeech_0742_pitch.npy,data\features\audio_npy\librispeech_0742_tempo.npy,16000,2.57,"(13, 81)","(128, 81)","(80,)","(1,)",npy
librispeech_0743,data\features\audio_npy\librispeech_0743_mfcc.npy,data\features\audio_npy\librispeech_0743_mel_spectrogram.npy,data\features\audio_npy\librispeech_0743_pitch.npy,data\features\audio_npy\librispeech_0743_tempo.npy,16000,5.535,"(13, 173)","(128, 173)","(164,)","(1,)",npy
librispeech_0744,data\features\audio_npy\librispeech_0744_mfcc.npy,data\features\audio_npy\librispeech_0744_mel_spectrogram.npy,data\features\audio_npy\librispeech_0744_pitch.npy,data\features\audio_npy\librispeech_0744_tempo.npy,16000,4.325,"(13, 136)","(128, 136)","(127,)","(1,)",npy
librispeech_0745,data\features\audio_npy\librispeech_0745_mfcc.npy,data\features\audio_npy\librispeech_0745_mel_spectrogram.npy,data\features\audio_npy\librispeech_0745_pitch.npy,data\features\audio_npy\librispeech_0745_tempo.npy,16000,2.565,"(13, 81)","(128, 81)","(79,)","(1,)",npy
librispeech_0746,data\features\audio_npy\librispeech_0746_mfcc.npy,data\features\audio_npy\librispeech_0746_mel_spectrogram.npy,data\features\audio_npy\librispeech_0746_pitch.npy,data\features\audio_npy\librispeech_0746_tempo.npy,16000,10.815,"(13, 338)","(128, 338)","(309,)","(1,)",npy
librispeech_0747,data\features\audio_npy\librispeech_0747_mfcc.npy,data\features\audio_npy\librispeech_0747_mel_spectrogram.npy,data\features\audio_npy\librispeech_0747_pitch.npy,data\features\audio_npy\librispeech_0747_tempo.npy,16000,2.24,"(13, 71)","(128, 71)","(67,)","(1,)",npy
librispeech_0748,data\features\audio_npy\librispeech_0748_mfcc.npy,data\features\audio_npy\librispeech_0748_mel_spectrogram.npy,data\features\audio_npy\librispeech_0748_pitch.npy,data\features\audio_npy\librispeech_0748_tempo.npy,16000,8.32,"(13, 261)","(128, 261)","(235,)","(1,)",npy
librispeech_0749,data\features\audio_npy\librispeech_0749_mfcc.npy,data\features\audio_npy\librispeech_0749_mel_spectrogram.npy,data\features\audio_npy\librispeech_0749_pitch.npy,data\features\audio_npy\librispeech_0749_tempo.npy,16000,4.215,"(13, 132)","(128, 132)","(127,)","(1,)",npy
librispeech_0750,data\features\audio_npy\librispeech_0750_mfcc.npy,data\features\audio_npy\librispeech_0750_mel_spectrogram.npy,data\features\audio_npy\librispeech_0750_pitch.npy,data\features\audio_npy\librispeech_0750_tempo.npy,16000,7.475,"(13, 234)","(128, 234)","(211,)","(1,)",npy
librispeech_0751,data\features\audio_npy\librispeech_0751_mfcc.npy,data\features\audio_npy\librispeech_0751_mel_spectrogram.npy,data\features\audio_npy\librispeech_0751_pitch.npy,data\features\audio_npy\librispeech_0751_tempo.npy,16000,4.405,"(13, 138)","(128, 138)","(135,)","(1,)",npy
librispeech_0752,data\features\audio_npy\librispeech_0752_mfcc.npy,data\features\audio_npy\librispeech_0752_mel_spectrogram.npy,data\features\audio_npy\librispeech_0752_pitch.npy,data\features\audio_npy\librispeech_0752_tempo.npy,16000,7.67,"(13, 240)","(128, 240)","(215,)","(1,)",npy
librispeech_0753,data\features\audio_npy\librispeech_0753_mfcc.npy,data\features\audio_npy\librispeech_0753_mel_spectrogram.npy,data\features\audio_npy\librispeech_0753_pitch.npy,data\features\audio_npy\librispeech_0753_tempo.npy,16000,6.735,"(13, 211)","(128, 211)","(169,)","(1,)",npy
librispeech_0754,data\features\audio_npy\librispeech_0754_mfcc.npy,data\features\audio_npy\librispeech_0754_mel_spectrogram.npy,data\features\audio_npy\librispeech_0754_pitch.npy,data\features\audio_npy\librispeech_0754_tempo.npy,16000,3.785,"(13, 119)","(128, 119)","(117,)","(1,)",npy
librispeech_0755,data\features\audio_npy\librispeech_0755_mfcc.npy,data\features\audio_npy\librispeech_0755_mel_spectrogram.npy,data\features\audio_npy\librispeech_0755_pitch.npy,data\features\audio_npy\librispeech_0755_tempo.npy,16000,10.11,"(13, 316)","(128, 316)","(282,)","(1,)",npy
librispeech_0756,data\features\audio_npy\librispeech_0756_mfcc.npy,data\features\audio_npy\librispeech_0756_mel_spectrogram.npy,data\features\audio_npy\librispeech_0756_pitch.npy,data\features\audio_npy\librispeech_0756_tempo.npy,16000,11.85,"(13, 371)","(128, 371)","(336,)","(1,)",npy
librispeech_0757,data\features\audio_npy\librispeech_0757_mfcc.npy,data\features\audio_npy\librispeech_0757_mel_spectrogram.npy,data\features\audio_npy\librispeech_0757_pitch.npy,data\features\audio_npy\librispeech_0757_tempo.npy,16000,9.365,"(13, 293)","(128, 293)","(255,)","(1,)",npy
librispeech_0758,data\features\audio_npy\librispeech_0758_mfcc.npy,data\features\audio_npy\librispeech_0758_mel_spectrogram.npy,data\features\audio_npy\librispeech_0758_pitch.npy,data\features\audio_npy\librispeech_0758_tempo.npy,16000,11.55,"(13, 361)","(128, 361)","(312,)","(1,)",npy
librispeech_0759,data\features\audio_npy\librispeech_0759_mfcc.npy,data\features\audio_npy\librispeech_0759_mel_spectrogram.npy,data\features\audio_npy\librispeech_0759_pitch.npy,data\features\audio_npy\librispeech_0759_tempo.npy,16000,11.055,"(13, 346)","(128, 346)","(333,)","(1,)",npy
librispeech_0760,data\features\audio_npy\librispeech_0760_mfcc.npy,data\features\audio_npy\librispeech_0760_mel_spectrogram.npy,data\features\audio_npy\librispeech_0760_pitch.npy,data\features\audio_npy\librispeech_0760_tempo.npy,16000,21.93,"(13, 686)","(128, 686)","(631,)","(1,)",npy
librispeech_0761,data\features\audio_npy\librispeech_0761_mfcc.npy,data\features\audio_npy\librispeech_0761_mel_spectrogram.npy,data\features\audio_npy\librispeech_0761_pitch.npy,data\features\audio_npy\librispeech_0761_tempo.npy,16000,10.045,"(13, 314)","(128, 314)","(302,)","(1,)",npy
librispeech_0762,data\features\audio_npy\librispeech_0762_mfcc.npy,data\features\audio_npy\librispeech_0762_mel_spectrogram.npy,data\features\audio_npy\librispeech_0762_pitch.npy,data\features\audio_npy\librispeech_0762_tempo.npy,16000,8.78,"(13, 275)","(128, 275)","(265,)","(1,)",npy
librispeech_0763,data\features\audio_npy\librispeech_0763_mfcc.npy,data\features\audio_npy\librispeech_0763_mel_spectrogram.npy,data\features\audio_npy\librispeech_0763_pitch.npy,data\features\audio_npy\librispeech_0763_tempo.npy,16000,6.05,"(13, 190)","(128, 190)","(184,)","(1,)",npy
librispeech_0764,data\features\audio_npy\librispeech_0764_mfcc.npy,data\features\audio_npy\librispeech_0764_mel_spectrogram.npy,data\features\audio_npy\librispeech_0764_pitch.npy,data\features\audio_npy\librispeech_0764_tempo.npy,16000,7.665,"(13, 240)","(128, 240)","(220,)","(1,)",npy
librispeech_0765,data\features\audio_npy\librispeech_0765_mfcc.npy,data\features\audio_npy\librispeech_0765_mel_spectrogram.npy,data\features\audio_npy\librispeech_0765_pitch.npy,data\features\audio_npy\librispeech_0765_tempo.npy,16000,9.125,"(13, 286)","(128, 286)","(260,)","(1,)",npy
librispeech_0766,data\features\audio_npy\librispeech_0766_mfcc.npy,data\features\audio_npy\librispeech_0766_mel_spectrogram.npy,data\features\audio_npy\librispeech_0766_pitch.npy,data\features\audio_npy\librispeech_0766_tempo.npy,16000,5.84,"(13, 183)","(128, 183)","(177,)","(1,)",npy
librispeech_0767,data\features\audio_npy\librispeech_0767_mfcc.npy,data\features\audio_npy\librispeech_0767_mel_spectrogram.npy,data\features\audio_npy\librispeech_0767_pitch.npy,data\features\audio_npy\librispeech_0767_tempo.npy,16000,3.205,"(13, 101)","(128, 101)","(92,)","(1,)",npy
librispeech_0768,data\features\audio_npy\librispeech_0768_mfcc.npy,data\features\audio_npy\librispeech_0768_mel_spectrogram.npy,data\features\audio_npy\librispeech_0768_pitch.npy,data\features\audio_npy\librispeech_0768_tempo.npy,16000,12.385,"(13, 388)","(128, 388)","(363,)","(1,)",npy
librispeech_0769,data\features\audio_npy\librispeech_0769_mfcc.npy,data\features\audio_npy\librispeech_0769_mel_spectrogram.npy,data\features\audio_npy\librispeech_0769_pitch.npy,data\features\audio_npy\librispeech_0769_tempo.npy,16000,3.985,"(13, 125)","(128, 125)","(106,)","(1,)",npy
librispeech_0770,data\features\audio_npy\librispeech_0770_mfcc.npy,data\features\audio_npy\librispeech_0770_mel_spectrogram.npy,data\features\audio_npy\librispeech_0770_pitch.npy,data\features\audio_npy\librispeech_0770_tempo.npy,16000,8.83,"(13, 276)","(128, 276)","(255,)","(1,)",npy
librispeech_0771,data\features\audio_npy\librispeech_0771_mfcc.npy,data\features\audio_npy\librispeech_0771_mel_spectrogram.npy,data\features\audio_npy\librispeech_0771_pitch.npy,data\features\audio_npy\librispeech_0771_tempo.npy,16000,2.815,"(13, 88)","(128, 88)","(84,)","(1,)",npy
librispeech_0772,data\features\audio_npy\librispeech_0772_mfcc.npy,data\features\audio_npy\librispeech_0772_mel_spectrogram.npy,data\features\audio_npy\librispeech_0772_pitch.npy,data\features\audio_npy\librispeech_0772_tempo.npy,16000,6.295,"(13, 197)","(128, 197)","(188,)","(1,)",npy
librispeech_0773,data\features\audio_npy\librispeech_0773_mfcc.npy,data\features\audio_npy\librispeech_0773_mel_spectrogram.npy,data\features\audio_npy\librispeech_0773_pitch.npy,data\features\audio_npy\librispeech_0773_tempo.npy,16000,3.085,"(13, 97)","(128, 97)","(94,)","(1,)",npy
librispeech_0774,data\features\audio_npy\librispeech_0774_mfcc.npy,data\features\audio_npy\librispeech_0774_mel_spectrogram.npy,data\features\audio_npy\librispeech_0774_pitch.npy,data\features\audio_npy\librispeech_0774_tempo.npy,16000,2.29,"(13, 72)","(128, 72)","(71,)","(1,)",npy
librispeech_0775,data\features\audio_npy\librispeech_0775_mfcc.npy,data\features\audio_npy\librispeech_0775_mel_spectrogram.npy,data\features\audio_npy\librispeech_0775_pitch.npy,data\features\audio_npy\librispeech_0775_tempo.npy,16000,5.78,"(13, 181)","(128, 181)","(170,)","(1,)",npy
librispeech_0776,data\features\audio_npy\librispeech_0776_mfcc.npy,data\features\audio_npy\librispeech_0776_mel_spectrogram.npy,data\features\audio_npy\librispeech_0776_pitch.npy,data\features\audio_npy\librispeech_0776_tempo.npy,16000,2.83,"(13, 89)","(128, 89)","(86,)","(1,)",npy
librispeech_0777,data\features\audio_npy\librispeech_0777_mfcc.npy,data\features\audio_npy\librispeech_0777_mel_spectrogram.npy,data\features\audio_npy\librispeech_0777_pitch.npy,data\features\audio_npy\librispeech_0777_tempo.npy,16000,4.785,"(13, 150)","(128, 150)","(138,)","(1,)",npy
librispeech_0778,data\features\audio_npy\librispeech_0778_mfcc.npy,data\features\audio_npy\librispeech_0778_mel_spectrogram.npy,data\features\audio_npy\librispeech_0778_pitch.npy,data\features\audio_npy\librispeech_0778_tempo.npy,16000,7.72,"(13, 242)","(128, 242)","(223,)","(1,)",npy
librispeech_0779,data\features\audio_npy\librispeech_0779_mfcc.npy,data\features\audio_npy\librispeech_0779_mel_spectrogram.npy,data\features\audio_npy\librispeech_0779_pitch.npy,data\features\audio_npy\librispeech_0779_tempo.npy,16000,2.86,"(13, 90)","(128, 90)","(90,)","(1,)",npy
librispeech_0780,data\features\audio_npy\librispeech_0780_mfcc.npy,data\features\audio_npy\librispeech_0780_mel_spectrogram.npy,data\features\audio_npy\librispeech_0780_pitch.npy,data\features\audio_npy\librispeech_0780_tempo.npy,16000,3.105,"(13, 98)","(128, 98)","(57,)","(1,)",npy
librispeech_0781,data\features\audio_npy\librispeech_0781_mfcc.npy,data\features\audio_npy\librispeech_0781_mel_spectrogram.npy,data\features\audio_npy\librispeech_0781_pitch.npy,data\features\audio_npy\librispeech_0781_tempo.npy,16000,7.885,"(13, 247)","(128, 247)","(217,)","(1,)",npy
librispeech_0782,data\features\audio_npy\librispeech_0782_mfcc.npy,data\features\audio_npy\librispeech_0782_mel_spectrogram.npy,data\features\audio_npy\librispeech_0782_pitch.npy,data\features\audio_npy\librispeech_0782_tempo.npy,16000,6.105,"(13, 191)","(128, 191)","(156,)","(1,)",npy
librispeech_0783,data\features\audio_npy\librispeech_0783_mfcc.npy,data\features\audio_npy\librispeech_0783_mel_spectrogram.npy,data\features\audio_npy\librispeech_0783_pitch.npy,data\features\audio_npy\librispeech_0783_tempo.npy,16000,3.245,"(13, 102)","(128, 102)","(92,)","(1,)",npy
librispeech_0784,data\features\audio_npy\librispeech_0784_mfcc.npy,data\features\audio_npy\librispeech_0784_mel_spectrogram.npy,data\features\audio_npy\librispeech_0784_pitch.npy,data\features\audio_npy\librispeech_0784_tempo.npy,16000,12.315,"(13, 385)","(128, 385)","(356,)","(1,)",npy
librispeech_0785,data\features\audio_npy\librispeech_0785_mfcc.npy,data\features\audio_npy\librispeech_0785_mel_spectrogram.npy,data\features\audio_npy\librispeech_0785_pitch.npy,data\features\audio_npy\librispeech_0785_tempo.npy,16000,4.4,"(13, 138)","(128, 138)","(118,)","(1,)",npy
librispeech_0786,data\features\audio_npy\librispeech_0786_mfcc.npy,data\features\audio_npy\librispeech_0786_mel_spectrogram.npy,data\features\audio_npy\librispeech_0786_pitch.npy,data\features\audio_npy\librispeech_0786_tempo.npy,16000,2.84,"(13, 89)","(128, 89)","(73,)","(1,)",npy
librispeech_0787,data\features\audio_npy\librispeech_0787_mfcc.npy,data\features\audio_npy\librispeech_0787_mel_spectrogram.npy,data\features\audio_npy\librispeech_0787_pitch.npy,data\features\audio_npy\librispeech_0787_tempo.npy,16000,4.59,"(13, 144)","(128, 144)","(126,)","(1,)",npy
librispeech_0788,data\features\audio_npy\librispeech_0788_mfcc.npy,data\features\audio_npy\librispeech_0788_mel_spectrogram.npy,data\features\audio_npy\librispeech_0788_pitch.npy,data\features\audio_npy\librispeech_0788_tempo.npy,16000,13.4,"(13, 419)","(128, 419)","(360,)","(1,)",npy
librispeech_0789,data\features\audio_npy\librispeech_0789_mfcc.npy,data\features\audio_npy\librispeech_0789_mel_spectrogram.npy,data\features\audio_npy\librispeech_0789_pitch.npy,data\features\audio_npy\librispeech_0789_tempo.npy,16000,8.265,"(13, 259)","(128, 259)","(237,)","(1,)",npy
librispeech_0790,data\features\audio_npy\librispeech_0790_mfcc.npy,data\features\audio_npy\librispeech_0790_mel_spectrogram.npy,data\features\audio_npy\librispeech_0790_pitch.npy,data\features\audio_npy\librispeech_0790_tempo.npy,16000,10.09,"(13, 316)","(128, 316)","(279,)","(1,)",npy
librispeech_0791,data\features\audio_npy\librispeech_0791_mfcc.npy,data\features\audio_npy\librispeech_0791_mel_spectrogram.npy,data\features\audio_npy\librispeech_0791_pitch.npy,data\features\audio_npy\librispeech_0791_tempo.npy,16000,2.525,"(13, 79)","(128, 79)","(74,)","(1,)",npy
librispeech_0792,data\features\audio_npy\librispeech_0792_mfcc.npy,data\features\audio_npy\librispeech_0792_mel_spectrogram.npy,data\features\audio_npy\librispeech_0792_pitch.npy,data\features\audio_npy\librispeech_0792_tempo.npy,16000,4.58,"(13, 144)","(128, 144)","(118,)","(1,)",npy
librispeech_0793,data\features\audio_npy\librispeech_0793_mfcc.npy,data\features\audio_npy\librispeech_0793_mel_spectrogram.npy,data\features\audio_npy\librispeech_0793_pitch.npy,data\features\audio_npy\librispeech_0793_tempo.npy,16000,6.71,"(13, 210)","(128, 210)","(177,)","(1,)",npy
librispeech_0794,data\features\audio_npy\librispeech_0794_mfcc.npy,data\features\audio_npy\librispeech_0794_mel_spectrogram.npy,data\features\audio_npy\librispeech_0794_pitch.npy,data\features\audio_npy\librispeech_0794_tempo.npy,16000,2.02,"(13, 64)","(128, 64)","(53,)","(1,)",npy
librispeech_0795,data\features\audio_npy\librispeech_0795_mfcc.npy,data\features\audio_npy\librispeech_0795_mel_spectrogram.npy,data\features\audio_npy\librispeech_0795_pitch.npy,data\features\audio_npy\librispeech_0795_tempo.npy,16000,2.235,"(13, 70)","(128, 70)","(62,)","(1,)",npy
librispeech_0796,data\features\audio_npy\librispeech_0796_mfcc.npy,data\features\audio_npy\librispeech_0796_mel_spectrogram.npy,data\features\audio_npy\librispeech_0796_pitch.npy,data\features\audio_npy\librispeech_0796_tempo.npy,16000,11.51,"(13, 360)","(128, 360)","(337,)","(1,)",npy
librispeech_0797,data\features\audio_npy\librispeech_0797_mfcc.npy,data\features\audio_npy\librispeech_0797_mel_spectrogram.npy,data\features\audio_npy\librispeech_0797_pitch.npy,data\features\audio_npy\librispeech_0797_tempo.npy,16000,8.55,"(13, 268)","(128, 268)","(225,)","(1,)",npy
librispeech_0798,data\features\audio_npy\librispeech_0798_mfcc.npy,data\features\audio_npy\librispeech_0798_mel_spectrogram.npy,data\features\audio_npy\librispeech_0798_pitch.npy,data\features\audio_npy\librispeech_0798_tempo.npy,16000,5.325,"(13, 167)","(128, 167)","(145,)","(1,)",npy
librispeech_0799,data\features\audio_npy\librispeech_0799_mfcc.npy,data\features\audio_npy\librispeech_0799_mel_spectrogram.npy,data\features\audio_npy\librispeech_0799_pitch.npy,data\features\audio_npy\librispeech_0799_tempo.npy,16000,4.015,"(13, 126)","(128, 126)","(106,)","(1,)",npy
librispeech_0800,data\features\audio_npy\librispeech_0800_mfcc.npy,data\features\audio_npy\librispeech_0800_mel_spectrogram.npy,data\features\audio_npy\librispeech_0800_pitch.npy,data\features\audio_npy\librispeech_0800_tempo.npy,16000,7.44,"(13, 233)","(128, 233)","(221,)","(1,)",npy
librispeech_0801,data\features\audio_npy\librispeech_0801_mfcc.npy,data\features\audio_npy\librispeech_0801_mel_spectrogram.npy,data\features\audio_npy\librispeech_0801_pitch.npy,data\features\audio_npy\librispeech_0801_tempo.npy,16000,2.97,"(13, 93)","(128, 93)","(82,)","(1,)",npy
librispeech_0802,data\features\audio_npy\librispeech_0802_mfcc.npy,data\features\audio_npy\librispeech_0802_mel_spectrogram.npy,data\features\audio_npy\librispeech_0802_pitch.npy,data\features\audio_npy\librispeech_0802_tempo.npy,16000,7.675,"(13, 240)","(128, 240)","(219,)","(1,)",npy
librispeech_0803,data\features\audio_npy\librispeech_0803_mfcc.npy,data\features\audio_npy\librispeech_0803_mel_spectrogram.npy,data\features\audio_npy\librispeech_0803_pitch.npy,data\features\audio_npy\librispeech_0803_tempo.npy,16000,3.41,"(13, 107)","(128, 107)","(95,)","(1,)",npy
librispeech_0804,data\features\audio_npy\librispeech_0804_mfcc.npy,data\features\audio_npy\librispeech_0804_mel_spectrogram.npy,data\features\audio_npy\librispeech_0804_pitch.npy,data\features\audio_npy\librispeech_0804_tempo.npy,16000,4.195,"(13, 132)","(128, 132)","(117,)","(1,)",npy
librispeech_0805,data\features\audio_npy\librispeech_0805_mfcc.npy,data\features\audio_npy\librispeech_0805_mel_spectrogram.npy,data\features\audio_npy\librispeech_0805_pitch.npy,data\features\audio_npy\librispeech_0805_tempo.npy,16000,5.99,"(13, 188)","(128, 188)","(161,)","(1,)",npy
librispeech_0806,data\features\audio_npy\librispeech_0806_mfcc.npy,data\features\audio_npy\librispeech_0806_mel_spectrogram.npy,data\features\audio_npy\librispeech_0806_pitch.npy,data\features\audio_npy\librispeech_0806_tempo.npy,16000,3.34,"(13, 105)","(128, 105)","(98,)","(1,)",npy
librispeech_0807,data\features\audio_npy\librispeech_0807_mfcc.npy,data\features\audio_npy\librispeech_0807_mel_spectrogram.npy,data\features\audio_npy\librispeech_0807_pitch.npy,data\features\audio_npy\librispeech_0807_tempo.npy,16000,2.42,"(13, 76)","(128, 76)","(57,)","(1,)",npy
librispeech_0808,data\features\audio_npy\librispeech_0808_mfcc.npy,data\features\audio_npy\librispeech_0808_mel_spectrogram.npy,data\features\audio_npy\librispeech_0808_pitch.npy,data\features\audio_npy\librispeech_0808_tempo.npy,16000,2.56,"(13, 81)","(128, 81)","(62,)","(1,)",npy
librispeech_0809,data\features\audio_npy\librispeech_0809_mfcc.npy,data\features\audio_npy\librispeech_0809_mel_spectrogram.npy,data\features\audio_npy\librispeech_0809_pitch.npy,data\features\audio_npy\librispeech_0809_tempo.npy,16000,3.71,"(13, 116)","(128, 116)","(111,)","(1,)",npy
librispeech_0810,data\features\audio_npy\librispeech_0810_mfcc.npy,data\features\audio_npy\librispeech_0810_mel_spectrogram.npy,data\features\audio_npy\librispeech_0810_pitch.npy,data\features\audio_npy\librispeech_0810_tempo.npy,16000,5.545,"(13, 174)","(128, 174)","(163,)","(1,)",npy
librispeech_0811,data\features\audio_npy\librispeech_0811_mfcc.npy,data\features\audio_npy\librispeech_0811_mel_spectrogram.npy,data\features\audio_npy\librispeech_0811_pitch.npy,data\features\audio_npy\librispeech_0811_tempo.npy,16000,4.75,"(13, 149)","(128, 149)","(137,)","(1,)",npy
librispeech_0812,data\features\audio_npy\librispeech_0812_mfcc.npy,data\features\audio_npy\librispeech_0812_mel_spectrogram.npy,data\features\audio_npy\librispeech_0812_pitch.npy,data\features\audio_npy\librispeech_0812_tempo.npy,16000,3.94,"(13, 124)","(128, 124)","(110,)","(1,)",npy
librispeech_0813,data\features\audio_npy\librispeech_0813_mfcc.npy,data\features\audio_npy\librispeech_0813_mel_spectrogram.npy,data\features\audio_npy\librispeech_0813_pitch.npy,data\features\audio_npy\librispeech_0813_tempo.npy,16000,10.25,"(13, 321)","(128, 321)","(287,)","(1,)",npy
librispeech_0814,data\features\audio_npy\librispeech_0814_mfcc.npy,data\features\audio_npy\librispeech_0814_mel_spectrogram.npy,data\features\audio_npy\librispeech_0814_pitch.npy,data\features\audio_npy\librispeech_0814_tempo.npy,16000,3.42,"(13, 107)","(128, 107)","(92,)","(1,)",npy
librispeech_0815,data\features\audio_npy\librispeech_0815_mfcc.npy,data\features\audio_npy\librispeech_0815_mel_spectrogram.npy,data\features\audio_npy\librispeech_0815_pitch.npy,data\features\audio_npy\librispeech_0815_tempo.npy,16000,3.195,"(13, 100)","(128, 100)","(75,)","(1,)",npy
librispeech_0816,data\features\audio_npy\librispeech_0816_mfcc.npy,data\features\audio_npy\librispeech_0816_mel_spectrogram.npy,data\features\audio_npy\librispeech_0816_pitch.npy,data\features\audio_npy\librispeech_0816_tempo.npy,16000,7.215,"(13, 226)","(128, 226)","(193,)","(1,)",npy
librispeech_0817,data\features\audio_npy\librispeech_0817_mfcc.npy,data\features\audio_npy\librispeech_0817_mel_spectrogram.npy,data\features\audio_npy\librispeech_0817_pitch.npy,data\features\audio_npy\librispeech_0817_tempo.npy,16000,5.18,"(13, 162)","(128, 162)","(133,)","(1,)",npy
librispeech_0818,data\features\audio_npy\librispeech_0818_mfcc.npy,data\features\audio_npy\librispeech_0818_mel_spectrogram.npy,data\features\audio_npy\librispeech_0818_pitch.npy,data\features\audio_npy\librispeech_0818_tempo.npy,16000,9.33,"(13, 292)","(128, 292)","(261,)","(1,)",npy
librispeech_0819,data\features\audio_npy\librispeech_0819_mfcc.npy,data\features\audio_npy\librispeech_0819_mel_spectrogram.npy,data\features\audio_npy\librispeech_0819_pitch.npy,data\features\audio_npy\librispeech_0819_tempo.npy,16000,9.145,"(13, 286)","(128, 286)","(254,)","(1,)",npy
librispeech_0820,data\features\audio_npy\librispeech_0820_mfcc.npy,data\features\audio_npy\librispeech_0820_mel_spectrogram.npy,data\features\audio_npy\librispeech_0820_pitch.npy,data\features\audio_npy\librispeech_0820_tempo.npy,16000,3.905,"(13, 123)","(128, 123)","(104,)","(1,)",npy
librispeech_0821,data\features\audio_npy\librispeech_0821_mfcc.npy,data\features\audio_npy\librispeech_0821_mel_spectrogram.npy,data\features\audio_npy\librispeech_0821_pitch.npy,data\features\audio_npy\librispeech_0821_tempo.npy,16000,17.65,"(13, 552)","(128, 552)","(443,)","(1,)",npy
librispeech_0822,data\features\audio_npy\librispeech_0822_mfcc.npy,data\features\audio_npy\librispeech_0822_mel_spectrogram.npy,data\features\audio_npy\librispeech_0822_pitch.npy,data\features\audio_npy\librispeech_0822_tempo.npy,16000,4.73,"(13, 148)","(128, 148)","(113,)","(1,)",npy
librispeech_0823,data\features\audio_npy\librispeech_0823_mfcc.npy,data\features\audio_npy\librispeech_0823_mel_spectrogram.npy,data\features\audio_npy\librispeech_0823_pitch.npy,data\features\audio_npy\librispeech_0823_tempo.npy,16000,6.72,"(13, 211)","(128, 211)","(166,)","(1,)",npy
librispeech_0824,data\features\audio_npy\librispeech_0824_mfcc.npy,data\features\audio_npy\librispeech_0824_mel_spectrogram.npy,data\features\audio_npy\librispeech_0824_pitch.npy,data\features\audio_npy\librispeech_0824_tempo.npy,16000,6.77,"(13, 212)","(128, 212)","(189,)","(1,)",npy
librispeech_0825,data\features\audio_npy\librispeech_0825_mfcc.npy,data\features\audio_npy\librispeech_0825_mel_spectrogram.npy,data\features\audio_npy\librispeech_0825_pitch.npy,data\features\audio_npy\librispeech_0825_tempo.npy,16000,3.77,"(13, 118)","(128, 118)","(90,)","(1,)",npy
librispeech_0826,data\features\audio_npy\librispeech_0826_mfcc.npy,data\features\audio_npy\librispeech_0826_mel_spectrogram.npy,data\features\audio_npy\librispeech_0826_pitch.npy,data\features\audio_npy\librispeech_0826_tempo.npy,16000,6.43,"(13, 201)","(128, 201)","(173,)","(1,)",npy
librispeech_0827,data\features\audio_npy\librispeech_0827_mfcc.npy,data\features\audio_npy\librispeech_0827_mel_spectrogram.npy,data\features\audio_npy\librispeech_0827_pitch.npy,data\features\audio_npy\librispeech_0827_tempo.npy,16000,6.54,"(13, 205)","(128, 205)","(163,)","(1,)",npy
librispeech_0828,data\features\audio_npy\librispeech_0828_mfcc.npy,data\features\audio_npy\librispeech_0828_mel_spectrogram.npy,data\features\audio_npy\librispeech_0828_pitch.npy,data\features\audio_npy\librispeech_0828_tempo.npy,16000,4.395,"(13, 138)","(128, 138)","(112,)","(1,)",npy
librispeech_0829,data\features\audio_npy\librispeech_0829_mfcc.npy,data\features\audio_npy\librispeech_0829_mel_spectrogram.npy,data\features\audio_npy\librispeech_0829_pitch.npy,data\features\audio_npy\librispeech_0829_tempo.npy,16000,2.8,"(13, 88)","(128, 88)","(70,)","(1,)",npy
librispeech_0830,data\features\audio_npy\librispeech_0830_mfcc.npy,data\features\audio_npy\librispeech_0830_mel_spectrogram.npy,data\features\audio_npy\librispeech_0830_pitch.npy,data\features\audio_npy\librispeech_0830_tempo.npy,16000,3.005,"(13, 94)","(128, 94)","(74,)","(1,)",npy
librispeech_0831,data\features\audio_npy\librispeech_0831_mfcc.npy,data\features\audio_npy\librispeech_0831_mel_spectrogram.npy,data\features\audio_npy\librispeech_0831_pitch.npy,data\features\audio_npy\librispeech_0831_tempo.npy,16000,8.05,"(13, 252)","(128, 252)","(211,)","(1,)",npy
librispeech_0832,data\features\audio_npy\librispeech_0832_mfcc.npy,data\features\audio_npy\librispeech_0832_mel_spectrogram.npy,data\features\audio_npy\librispeech_0832_pitch.npy,data\features\audio_npy\librispeech_0832_tempo.npy,16000,10.08,"(13, 316)","(128, 316)","(280,)","(1,)",npy
librispeech_0833,data\features\audio_npy\librispeech_0833_mfcc.npy,data\features\audio_npy\librispeech_0833_mel_spectrogram.npy,data\features\audio_npy\librispeech_0833_pitch.npy,data\features\audio_npy\librispeech_0833_tempo.npy,16000,6.515,"(13, 204)","(128, 204)","(148,)","(1,)",npy
