audio_id,audio_path,transcript,sample_rate,source,split
librispeech_0751,data\raw\librispeech_sample\librispeech_0751.wav,I WILL CATCH THE NIGHT TRAIN AND BRING MY MOTHER UP TO MORROW THEN WE WILL SEE WHAT CAN BE DONE,16000,LibriSpeech dev-clean,validation
librispeech_0752,data\raw\librispeech_sample\librispeech_0752.wav,YOU SEE PAPA'S SO VERY RICH AND AT HOME THEY EXPECT ME TO TO GET ACQUAINTED WITH DUKES AND THINGS AND SHE STOPPED,16000,LibriSpeech dev-clean,validation
librispeech_0753,data\raw\librispeech_sample\librispeech_0753.wav,IT WASN'T I WHO SAID THAT SAID THE GIRL SMILING BUT THAT'S SO ANYHOW AND THEN SHE SIGHED,16000,LibriSpeech dev-clean,validation
librispeech_0754,data\raw\librispeech_sample\librispeech_0754.wav,ALL THE SAME HE ADDED IRRELEVANTLY YOU SHALL HAVE THE LATCH KEY,16000,LibriSpeech dev-clean,validation
librispeech_0755,data\raw\librispeech_sample\librispeech_0755.wav,YOU ARE KIND SHE SAID FOR THE THIRD TIME AND REACHED HER HAND OUT TO HIM HE DID NOT KISS IT THEN ONLY TOOK IT IN HIS AND FELT HOW SMALL AND COLD IT WAS THEN IT WAS TAKEN AWAY,16000,LibriSpeech dev-clean,validation
librispeech_0756,data\raw\librispeech_sample\librispeech_0756.wav,THE LADY AND THE GUITAR CERTAINLY PASSED THE NIGHT AT HILL VIEW VILLA BUT WHEN HIS MOTHER VERY ANGRY AND VERY FRIGHTENED CAME UP WITH HIM AT ABOUT NOON THE HOUSE LOOKED JUST AS USUAL AND NO ONE WAS THERE BUT THE CHARWOMAN,16000,LibriSpeech dev-clean,validation
librispeech_0757,data\raw\librispeech_sample\librispeech_0757.wav,THE SILVER IS ALL RIGHT THANK GOODNESS SHE SAID BUT YOUR BANJO GIRL HAS TAKEN A PAIR OF YOUR SISTER'S SILK STOCKINGS AND THOSE NEW SHOES OF HERS WITH THE SILVER BUCKLES AND SHE'S LEFT THESE,16000,LibriSpeech dev-clean,validation
librispeech_0758,data\raw\librispeech_sample\librispeech_0758.wav,IT WAS PLAIN THAT HIS CASTANET GIRL HIS MOTHER AND SISTER TOOK A PLEASURE IN CREDITING HER DAILY WITH SOME FRESH AND UNPLEASING INSTRUMENT COULD HAVE HAD NEITHER TASTE MONEY NOR HONESTY TO SUCH A POINT AS THIS,16000,LibriSpeech dev-clean,validation
librispeech_0759,data\raw\librispeech_sample\librispeech_0759.wav,WHEN SHE SAID GOOD NIGHT TO BEENIE AND WENT TO HER CHAMBER OVER THAT WHERE THE LOVED PARENT AND FRIEND WOULD FALL ASLEEP NO MORE SHE FELT AS IF SHE WENT WALKING ALONG TO HER TOMB,16000,LibriSpeech dev-clean,validation
librispeech_0760,data\raw\librispeech_sample\librispeech_0760.wav,AT THE TIME MARY HAD NOTED NOTHING OF THESE THINGS NOW SHE SAW THEM ALL AS FOR THE FIRST TIME IN MINUTE DETAIL WHILE SLOWLY SHE WENT UP THE STAIR AND THROUGH THE NARROWED WAYS AND HEARD THE SAME WIND THAT RAVED ALIKE ABOUT THE NEW GRAVE AND THE OLD HOUSE INTO WHICH LATTER FOR ALL THE BALES BANKED AGAINST THE WALLS IT FOUND MANY A CHINK OF ENTRANCE,16000,LibriSpeech dev-clean,validation
librispeech_0761,data\raw\librispeech_sample\librispeech_0761.wav,WHEN SHE OPENED THE DOOR OF IT THE BRIGHT FIRE WHICH BEENIE UNDESIRED HAD KINDLED THERE STARTLED HER THE ROOM LOOKED UNNATURAL UNCANNY BECAUSE IT WAS CHEERFUL,16000,LibriSpeech dev-clean,validation
librispeech_0762,data\raw\librispeech_sample\librispeech_0762.wav,SHE STOOD FOR A MOMENT ON THE HEARTH AND IN SAD DREAMY MOOD LISTENED TO THE HOWLING SWOOPS OF THE WIND MAKING THE HOUSE QUIVER AND SHAKE,16000,LibriSpeech dev-clean,validation
librispeech_0763,data\raw\librispeech_sample\librispeech_0763.wav,THIS WAS HER DREAM AS NEARLY AS SHE COULD RECALL IT WHEN SHE CAME TO HERSELF AFTER WAKING FROM IT WITH A CRY,16000,LibriSpeech dev-clean,validation
librispeech_0764,data\raw\librispeech_sample\librispeech_0764.wav,SHE WAS ONE OF A LARGE COMPANY AT A HOUSE WHERE SHE HAD NEVER BEEN BEFORE A BEAUTIFUL HOUSE WITH A LARGE GARDEN BEHIND,16000,LibriSpeech dev-clean,validation
librispeech_0765,data\raw\librispeech_sample\librispeech_0765.wav,IT WAS A SUMMER NIGHT AND THE GUESTS WERE WANDERING IN AND OUT AT WILL AND THROUGH HOUSE AND GARDEN AMID LOVELY THINGS OF ALL COLORS AND ODORS,16000,LibriSpeech dev-clean,validation
librispeech_0766,data\raw\librispeech_sample\librispeech_0766.wav,BUT SHE KNEW NOBODY AND WANDERED ALONE IN THE GARDEN OPPRESSED WITH SOMETHING SHE DID NOT UNDERSTAND,16000,LibriSpeech dev-clean,validation
librispeech_0767,data\raw\librispeech_sample\librispeech_0767.wav,AT THE END OF IT SHE WAS IN A PLACE OF TOMBS,16000,LibriSpeech dev-clean,validation
librispeech_0768,data\raw\librispeech_sample\librispeech_0768.wav,SHE ENTERED AND THE SERVANTS SOFT FOOTED AND SILENT WERE BUSY CARRYING AWAY THE VESSELS OF HOSPITALITY AND RESTORING ORDER AS IF ALREADY THEY PREPARED FOR ANOTHER COMPANY ON THE MORROW NO ONE HEEDED HER,16000,LibriSpeech dev-clean,validation
librispeech_0769,data\raw\librispeech_sample\librispeech_0769.wav,SHE WAS LOST LOST UTTERLY WITH AN ETERNAL LOSS,16000,LibriSpeech dev-clean,validation
librispeech_0770,data\raw\librispeech_sample\librispeech_0770.wav,SHE KNEW NOTHING OF THE PLACE HAD NOWHERE TO GO NOWHERE SHE WANTED TO GO HAD NOT A THOUGHT TO TELL HER WHAT QUESTION TO ASK IF SHE MET A LIVING SOUL,16000,LibriSpeech dev-clean,validation
librispeech_0771,data\raw\librispeech_sample\librispeech_0771.wav,BUT LIVING SOUL THERE COULD BE NONE TO MEET,16000,LibriSpeech dev-clean,validation
librispeech_0772,data\raw\librispeech_sample\librispeech_0772.wav,SHE HAD LOST HIM YEARS AND YEARS BEFORE AND NOW SHE SAW HIM HE WAS THERE AND SHE KNEW HIM,16000,LibriSpeech dev-clean,validation
librispeech_0773,data\raw\librispeech_sample\librispeech_0773.wav,HE CAME TO HER SIDE AND SHE GAVE HIM NO GREETING,16000,LibriSpeech dev-clean,validation
librispeech_0774,data\raw\librispeech_sample\librispeech_0774.wav,I KNOW IT AND THERE IS NO WAKING,16000,LibriSpeech dev-clean,validation
librispeech_0775,data\raw\librispeech_sample\librispeech_0775.wav,THE OLD TIME WAS BUT A THICKER DREAM AND THIS IS TRUER BECAUSE MORE SHADOWY,16000,LibriSpeech dev-clean,validation
librispeech_0776,data\raw\librispeech_sample\librispeech_0776.wav,HER ONLY LIFE WAS THAT SHE WAS LOST,16000,LibriSpeech dev-clean,validation
librispeech_0777,data\raw\librispeech_sample\librispeech_0777.wav,SHALL I POUR OUT MY SOUL INTO THE EAR OF A MIST A FUME FROM MY OWN BRAIN,16000,LibriSpeech dev-clean,validation
librispeech_0778,data\raw\librispeech_sample\librispeech_0778.wav,THUS WAS SHE BORNE AWAY CAPTIVE OF HER DEAD NEITHER WILLING NOR UNWILLING OF LIFE AND DEATH EQUALLY CARELESS,16000,LibriSpeech dev-clean,validation
librispeech_0779,data\raw\librispeech_sample\librispeech_0779.wav,WITH THAT CAME A PANG OF INTENSE PAIN,16000,LibriSpeech dev-clean,validation
librispeech_0780,data\raw\librispeech_sample\librispeech_0780.wav,CHAPTER SEVEN THE HOMECOMING,16000,LibriSpeech dev-clean,validation
librispeech_0781,data\raw\librispeech_sample\librispeech_0781.wav,COLONEL LEONIDAS TALBOT REGARDED THE WHITE FLAG WITH FEELINGS IN WHICH TRIUMPH AND SADNESS WERE MINGLED STRANGELY,16000,LibriSpeech dev-clean,validation
librispeech_0782,data\raw\librispeech_sample\librispeech_0782.wav,BUT THE EMOTIONS OF HARRY AND HIS COMRADES WERE FOR THE MOMENT THOSE OF VICTORY ONLY,16000,LibriSpeech dev-clean,validation
librispeech_0783,data\raw\librispeech_sample\librispeech_0783.wav,BOATS PUT OUT BOTH FROM THE FORT AND THE SHORE,16000,LibriSpeech dev-clean,validation
librispeech_0784,data\raw\librispeech_sample\librispeech_0784.wav,THE SMOKE ITSELF WHICH HAD FORMED A VAST CLOUD OVER HARBOR FORTS AND CITY WAS NOW DRIFTING OUT TO SEA LEAVING ALL THINGS ETCHED SHARPLY IN THE DAZZLING SUNLIGHT OF A SOUTHERN SPRING DAY,16000,LibriSpeech dev-clean,validation
librispeech_0785,data\raw\librispeech_sample\librispeech_0785.wav,THAT WHITE FLAG AND THOSE BOATS GOING OUT MEAN THAT SUMTER IS OURS,16000,LibriSpeech dev-clean,validation
librispeech_0786,data\raw\librispeech_sample\librispeech_0786.wav,BUT THE NEGOTIATIONS WERE SOON COMPLETED,16000,LibriSpeech dev-clean,validation
librispeech_0787,data\raw\librispeech_sample\librispeech_0787.wav,ALL THE AMENITIES WERE PRESERVED BETWEEN THE CAPTURED GARRISON AND THEIR CAPTORS,16000,LibriSpeech dev-clean,validation
librispeech_0788,data\raw\librispeech_sample\librispeech_0788.wav,THE GREAT STATE OF VIRGINIA MOTHER OF PRESIDENTS WENT OUT OF THE UNION AT LAST AND NORTH CAROLINA TENNESSEE AND ARKANSAS FOLLOWED HER BUT MARYLAND KENTUCKY AND MISSOURI STILL HUNG IN THE BALANCE,16000,LibriSpeech dev-clean,validation
librispeech_0789,data\raw\librispeech_sample\librispeech_0789.wav,LINCOLN HAD CALLED FOR VOLUNTEERS TO PUT DOWN A REBELLION BUT HARRY HEARD EVERYWHERE IN CHARLESTON THAT THE CONFEDERACY WAS NOW SECURE,16000,LibriSpeech dev-clean,validation
librispeech_0790,data\raw\librispeech_sample\librispeech_0790.wav,THE PROGRESS OF PRESIDENT DAVIS TO THE NEW CAPITAL SET IN THE VERY FACE OF THE FOE WAS TO BE ONE HUGE TRIUMPH OF FAITH AND LOYALTY,16000,LibriSpeech dev-clean,validation
librispeech_0791,data\raw\librispeech_sample\librispeech_0791.wav,THERE WAS NOT A SINGLE NOTE OF GLOOM,16000,LibriSpeech dev-clean,validation
librispeech_0792,data\raw\librispeech_sample\librispeech_0792.wav,EUROPE WHICH MUST HAVE ITS COTTON WOULD FAVOR THE SUCCESS OF THE SOUTH,16000,LibriSpeech dev-clean,validation
librispeech_0793,data\raw\librispeech_sample\librispeech_0793.wav,AN EXTRAORDINARY WAVE OF EMOTION SWEPT OVER THE SOUTH CARRYING EVERYBODY WITH IT,16000,LibriSpeech dev-clean,validation
librispeech_0794,data\raw\librispeech_sample\librispeech_0794.wav,BEAUREGARD AT ONCE WROTE AN ORDER,16000,LibriSpeech dev-clean,validation
librispeech_0795,data\raw\librispeech_sample\librispeech_0795.wav,COLONEL KENTON WRITES WISELY,16000,LibriSpeech dev-clean,validation
librispeech_0796,data\raw\librispeech_sample\librispeech_0796.wav,WE NEED KENTUCKY AND I UNDERSTAND THAT A VERY LITTLE MORE MAY BRING THE STATE TO US GO WITH YOUR FATHER I UNDERSTAND THAT YOU HAVE BEEN A BRAVE YOUNG SOLDIER HERE AND MAY YOU DO AS WELL UP THERE,16000,LibriSpeech dev-clean,validation
librispeech_0797,data\raw\librispeech_sample\librispeech_0797.wav,HARRY FEELING PRIDE BUT NOT SHOWING IT SALUTED AND LEFT THE ROOM GOING AT ONCE TO MADAME DELAUNAY'S WHERE HE HAD LEFT HIS BAGGAGE,16000,LibriSpeech dev-clean,validation
librispeech_0798,data\raw\librispeech_sample\librispeech_0798.wav,HE INTENDED TO LEAVE EARLY IN THE MORNING BUT FIRST HE SOUGHT HIS FRIENDS AND TOLD THEM GOOD BYE,16000,LibriSpeech dev-clean,validation
librispeech_0799,data\raw\librispeech_sample\librispeech_0799.wav,HARRY GAVE HIS FAREWELLS WITH DEEP AND GENUINE REGRET,16000,LibriSpeech dev-clean,validation
librispeech_0800,data\raw\librispeech_sample\librispeech_0800.wav,WHETHER THEIR MANNER WAS GRAVE OR FRIVOLOUS HE KNEW THAT THESE WERE GOOD FRIENDS OF HIS AND HE SINCERELY HOPED THAT HE WOULD MEET THEM AGAIN,16000,LibriSpeech dev-clean,validation
librispeech_0801,data\raw\librispeech_sample\librispeech_0801.wav,IT WAS A DIFFERENT HARRY WHO STARTED HOME LATE IN APRIL,16000,LibriSpeech dev-clean,validation
librispeech_0802,data\raw\librispeech_sample\librispeech_0802.wav,FOUR MONTHS HAD MADE GREAT CHANGES HE BORE HIMSELF MORE LIKE A MAN HIS MANNER WAS MUCH MORE CONSIDERED AND GRAVE,16000,LibriSpeech dev-clean,validation
librispeech_0803,data\raw\librispeech_sample\librispeech_0803.wav,HE HAD SEEN GREAT THINGS AND HE HAD DONE HIS SHARE OF THEM,16000,LibriSpeech dev-clean,validation
librispeech_0804,data\raw\librispeech_sample\librispeech_0804.wav,HE GAZED UPON A WORLD FULL OF RESPONSIBILITIES AND PERILS,16000,LibriSpeech dev-clean,validation
librispeech_0805,data\raw\librispeech_sample\librispeech_0805.wav,BUT HE LOOKED BACK AT CHARLESTON THE GAY THE VOLATILE AND THE BEAUTIFUL WITH REAL AFFECTION,16000,LibriSpeech dev-clean,validation
librispeech_0806,data\raw\librispeech_sample\librispeech_0806.wav,IT WAS ALMOST BURIED NOW IN FLOWERS AND FOLIAGE,16000,LibriSpeech dev-clean,validation
librispeech_0807,data\raw\librispeech_sample\librispeech_0807.wav,HE WAS GOING HOME AFTER VICTORY,16000,LibriSpeech dev-clean,validation
librispeech_0808,data\raw\librispeech_sample\librispeech_0808.wav,HE SOON LEFT CHARLESTON OUT OF SIGHT,16000,LibriSpeech dev-clean,validation
librispeech_0809,data\raw\librispeech_sample\librispeech_0809.wav,HE FELT THE DIFFERENCE AS SOON AS HE REACHED THE HILLS OF HIS NATIVE STATE,16000,LibriSpeech dev-clean,validation
librispeech_0810,data\raw\librispeech_sample\librispeech_0810.wav,PEOPLE WERE COOLER HERE AND THEY WERE MORE PRONE TO LOOK AT THE TWO SIDES OF A QUESTION,16000,LibriSpeech dev-clean,validation
librispeech_0811,data\raw\librispeech_sample\librispeech_0811.wav,THE AIR TOO WAS UNLIKE THAT OF SOUTH CAROLINA THERE WAS A SHARPER TANG TO IT,16000,LibriSpeech dev-clean,validation
librispeech_0812,data\raw\librispeech_sample\librispeech_0812.wav,IT WHIPPED HIS BLOOD AS IT BLEW DOWN FROM THE SLOPES AND CRESTS,16000,LibriSpeech dev-clean,validation
librispeech_0813,data\raw\librispeech_sample\librispeech_0813.wav,IT WAS AFTERNOON WHEN HE REACHED THE LITTLE STATION OF WINTON AND LEFT THE TRAIN A TALL STURDY BOY THE SUPERIOR OF MANY A MAN IN SIZE STRENGTH AND AGILITY,16000,LibriSpeech dev-clean,validation
librispeech_0814,data\raw\librispeech_sample\librispeech_0814.wav,THERE WERE NEVER BEFORE SUCH TIMES IN OLD KENTUCKY,16000,LibriSpeech dev-clean,validation
librispeech_0815,data\raw\librispeech_sample\librispeech_0815.wav,BILL SKELLY AN HIS GANG THEM MOUNTAINEERS ARE UP,16000,LibriSpeech dev-clean,validation
librispeech_0816,data\raw\librispeech_sample\librispeech_0816.wav,HE DID NOT SAY THE LAST AS A BOAST BUT MERELY AS AN ASSURANCE TO THE LIVERYMAN WHO HE SAW WAS ANXIOUS ON HIS ACCOUNT,16000,LibriSpeech dev-clean,validation
librispeech_0817,data\raw\librispeech_sample\librispeech_0817.wav,IF YOU'VE GOT PISTOLS JUST YOU THINK ONCE BEFORE YOU SHOOT SAID COLLINS,16000,LibriSpeech dev-clean,validation
librispeech_0818,data\raw\librispeech_sample\librispeech_0818.wav,HARRY THANKED HIM THREW HIS SADDLE BAGS ACROSS THE HORSE A POWERFUL BAY AND GIVING A FINAL WAVE OF HIS HAND TO THE SYMPATHETIC LIVERYMAN RODE AWAY,16000,LibriSpeech dev-clean,validation
librispeech_0819,data\raw\librispeech_sample\librispeech_0819.wav,THIS WAS NOT THE FASHION OF A YEAR AGO WHEN THEY EXCHANGED A FRIENDLY WORD OR TWO BUT HARRY KNEW ITS CAUSE NOW NOBODY COULD TRUST ANYBODY ELSE,16000,LibriSpeech dev-clean,validation
librispeech_0820,data\raw\librispeech_sample\librispeech_0820.wav,BUT HE SAW NOTHING THAT MOVED THERE NO SIGNAL LIGHTS TWINKLED,16000,LibriSpeech dev-clean,validation
librispeech_0821,data\raw\librispeech_sample\librispeech_0821.wav,ONE WINTER EVENING AS SOON AS HIS WORK WAS OVER FOR THE DAY JOSEPH LOCKED THE DOOR OF HIS SMITHY WASHED HIMSELF WELL PUT ON CLEAN CLOTHES AND TAKING HIS VIOLIN SET OUT FOR TESTBRIDGE MARY WAS EXPECTING HIM TO TEA,16000,LibriSpeech dev-clean,validation
librispeech_0822,data\raw\librispeech_sample\librispeech_0822.wav,IT WAS THE AFTERNOON OF A HOLIDAY AND SHE HAD CLOSED EARLY,16000,LibriSpeech dev-clean,validation
librispeech_0823,data\raw\librispeech_sample\librispeech_0823.wav,WAS THERE EVER A HAPPIER MAN THAN JOSEPH THAT NIGHT AS HE STRODE ALONG THE FOOTPATH,16000,LibriSpeech dev-clean,validation
librispeech_0824,data\raw\librispeech_sample\librispeech_0824.wav,HE PRESSED HIS VIOLIN CASE TO HIS HEART AS IF IT WERE A LIVING THING THAT COULD KNOW THAT HE LOVED IT,16000,LibriSpeech dev-clean,validation
librispeech_0825,data\raw\librispeech_sample\librispeech_0825.wav,EARTH WAS GONE AND HEAVEN WAS ALL,16000,LibriSpeech dev-clean,validation
librispeech_0826,data\raw\librispeech_sample\librispeech_0826.wav,BLESSED AM I HERE NOW MY GOD AND BLESSED SHALL I BE THERE THEN,16000,LibriSpeech dev-clean,validation
librispeech_0827,data\raw\librispeech_sample\librispeech_0827.wav,WHEN HE REACHED THE SUBURBS THE LIGHT OF HOMES WAS SHINING THROUGH CURTAINS OF ALL COLORS,16000,LibriSpeech dev-clean,validation
librispeech_0828,data\raw\librispeech_sample\librispeech_0828.wav,JUST THEN HE WAS IN NO MOOD TO THINK OF THE SORROWS,16000,LibriSpeech dev-clean,validation
librispeech_0829,data\raw\librispeech_sample\librispeech_0829.wav,THE NETTLE AND THE DOCK SAID JOSEPH,16000,LibriSpeech dev-clean,validation
librispeech_0830,data\raw\librispeech_sample\librispeech_0830.wav,HE WAS IN A MOOD FOR MUSIC WAS HE NOT,16000,LibriSpeech dev-clean,validation
librispeech_0831,data\raw\librispeech_sample\librispeech_0831.wav,HE LAID DOWN HIS VIOLIN AND SEATED HIMSELF WHERE MARY TOLD HIM IN HER FATHER'S ARM CHAIR BY THE FIRE,16000,LibriSpeech dev-clean,validation
librispeech_0832,data\raw\librispeech_sample\librispeech_0832.wav,LETTY FINDING HERSELF NOT QUITE EQUAL TO THE EMERGENCY CAME IN HER TURN TO CALL MARY SHE WENT AS QUIETLY AS IF SHE WERE LEAVING A TIRESOME VISITOR,16000,LibriSpeech dev-clean,validation
librispeech_0833,data\raw\librispeech_sample\librispeech_0833.wav,THE MUSIC WAS BROKEN AND JOSEPH LEFT ALONE WITH THE DUMB INSTRUMENTS,16000,LibriSpeech dev-clean,validation
librispeech_0834,data\raw\librispeech_sample\librispeech_0834.wav,BUT IN HIS HANDS SOLITUDE AND A VIOLIN WERE SURE TO MARRY IN MUSIC,16000,LibriSpeech dev-clean,validation
librispeech_0835,data\raw\librispeech_sample\librispeech_0835.wav,THEY SAT DOWN AND LISTENED IN SILENCE,16000,LibriSpeech dev-clean,validation
librispeech_0836,data\raw\librispeech_sample\librispeech_0836.wav,HER HEART SEEMED TO SWELL UP INTO HER THROAT AND IT WAS ALL SHE COULD DO TO KEEP FROM WEEPING,16000,LibriSpeech dev-clean,validation
librispeech_0837,data\raw\librispeech_sample\librispeech_0837.wav,A LITTLE LONGER AND SHE WAS COMPELLED TO YIELD AND THE SILENT TEARS FLOWED FREELY,16000,LibriSpeech dev-clean,validation
librispeech_0838,data\raw\librispeech_sample\librispeech_0838.wav,LETTY TOO WAS OVERCOME MORE THAN EVER SHE HAD BEEN BY MUSIC,16000,LibriSpeech dev-clean,validation
librispeech_0839,data\raw\librispeech_sample\librispeech_0839.wav,LET BUT A MOOD BE STRONG ENOUGH AND THE SOUL CLOTHING ITSELF IN THAT MOOD AS WITH A GARMENT CAN WALK ABROAD AND HAUNT THE WORLD,16000,LibriSpeech dev-clean,validation
librispeech_0840,data\raw\librispeech_sample\librispeech_0840.wav,IT CRIED ALOUD THAT ETERNITY WAS VERY LONG AND LIKE A GREAT PALACE WITHOUT A QUIET ROOM,16000,LibriSpeech dev-clean,validation
librispeech_0841,data\raw\librispeech_sample\librispeech_0841.wav,NOR WAS THIS EXACTLY THE SHAPE THE THING TOOK TO THE CONSCIOUSNESS OF THE MUSICIAN,16000,LibriSpeech dev-clean,validation
librispeech_0842,data\raw\librispeech_sample\librispeech_0842.wav,I LOVE THEE I LOVE THEE CRIED THE VIOLIN AND THE WORSHIP WAS ENTREATY THAT KNEW NOT ITSELF,16000,LibriSpeech dev-clean,validation
librispeech_0843,data\raw\librispeech_sample\librispeech_0843.wav,HAST THOU YET TO LEARN THAT THE LOVE OF THE HUMAN IS LOVE IS DIVINE IS BUT A LOWER FORM OF A PART OF THE LOVE OF GOD,16000,LibriSpeech dev-clean,validation
librispeech_0844,data\raw\librispeech_sample\librispeech_0844.wav,WHEN THOU LOVEST MAN OR WOMAN OR CHILD YEA OR EVEN DOG ARIGHT THEN WILT THOU NO LONGER NEED THAT I TELL THEE HOW GOD AND HIS CHRIST WOULD NOT BE CONTENT WITH EACH OTHER ALONE IN THE GLORIES EVEN OF THE ETERNAL ORIGINAL LOVE BECAUSE THEY COULD CREATE MORE LOVE,16000,LibriSpeech dev-clean,validation
librispeech_0845,data\raw\librispeech_sample\librispeech_0845.wav,HE THAT LOVETH NOT HIS BROTHER WHOM HE HATH SEEN HOW SHALL HE LOVE GOD WHOM HE HATH NOT SEEN,16000,LibriSpeech dev-clean,validation
librispeech_0846,data\raw\librispeech_sample\librispeech_0846.wav,A SOB LIKE A BIRD NEW BORN BURST FROM MARY'S BOSOM,16000,LibriSpeech dev-clean,validation
librispeech_0847,data\raw\librispeech_sample\librispeech_0847.wav,THAT ENCHANTMENT HAD POSSESSED HIM USURPING AS IT WERE THE THRONE OF HIS LIFE AND DISPLACING IT WHEN IT CEASED HE WAS NOT HIS OWN MASTER,16000,LibriSpeech dev-clean,validation
librispeech_0848,data\raw\librispeech_sample\librispeech_0848.wav,HE STARTED TO CONSCIOUS CONFUSION ONLY NEITHER KNOWING WHERE HE WAS NOR WHAT HE DID,16000,LibriSpeech dev-clean,validation
librispeech_0849,data\raw\librispeech_sample\librispeech_0849.wav,HOW IT HAPPENED HE NEVER COULD TELL BUT HE BROUGHT DOWN HIS VIOLIN WITH A CRASH AGAINST THE PIANO THEN SOMEHOW STUMBLED AND ALL BUT FELL,16000,LibriSpeech dev-clean,validation
librispeech_0850,data\raw\librispeech_sample\librispeech_0850.wav,IN THE ACT OF RECOVERING HIMSELF HE HEARD THE NECK OF HIS INSTRUMENT PART FROM THE BODY WITH A TEARING DISCORDANT CRY LIKE THE SOUND OF THE RUIN OF A LIVING WORLD,16000,LibriSpeech dev-clean,validation
librispeech_0851,data\raw\librispeech_sample\librispeech_0851.wav,HIS VIOLIN WAS BROKEN BUT HIS BEING WAS MADE WHOLE,16000,LibriSpeech dev-clean,validation
librispeech_0852,data\raw\librispeech_sample\librispeech_0852.wav,HIS TREASURE TAKEN TYPE OF HIS SELF AND A WOMAN GIVEN HIM INSTEAD,16000,LibriSpeech dev-clean,validation
librispeech_0853,data\raw\librispeech_sample\librispeech_0853.wav,IT'S JUST LIKE HIM HE MURMURED,16000,LibriSpeech dev-clean,validation
librispeech_0854,data\raw\librispeech_sample\librispeech_0854.wav,YOU'LL ALL BE OVER IF YOU DON'T HAVE A CARE,16000,LibriSpeech dev-clean,validation
librispeech_0855,data\raw\librispeech_sample\librispeech_0855.wav,LOOKS LIKE A CLUMP OF BUSHES DOWN THERE BUT I AIN'T SURE CAN YOU MAKE IT OUT,16000,LibriSpeech dev-clean,validation
librispeech_0856,data\raw\librispeech_sample\librispeech_0856.wav,YES AGREED TAD THAT DOES LOOK LIKE BUSHES,16000,LibriSpeech dev-clean,validation
librispeech_0857,data\raw\librispeech_sample\librispeech_0857.wav,DON'T MOVE AROUND LIE PERFECTLY STILL WARNED THE GUIDE ARE YOU HURT,16000,LibriSpeech dev-clean,validation
librispeech_0858,data\raw\librispeech_sample\librispeech_0858.wav,AND THAT TUMBLE'S ENOUGH TO KNOCK THE SENSE OUT OF A FULL GROWN MAN,16000,LibriSpeech dev-clean,validation
librispeech_0859,data\raw\librispeech_sample\librispeech_0859.wav,I COULD NOT THINK OF ALLOWING ANY OF MY CHARGES TO TAKE SO TERRIBLE A RISK AND,16000,LibriSpeech dev-clean,validation
librispeech_0860,data\raw\librispeech_sample\librispeech_0860.wav,NO I AM THE LIGHTER OF THE TWO URGED TAD,16000,LibriSpeech dev-clean,validation
librispeech_0861,data\raw\librispeech_sample\librispeech_0861.wav,I AM THE ONE TO GO AFTER WALT IF ANYONE HAS TO I'LL GO DOWN MISTER THOMAS,16000,LibriSpeech dev-clean,validation
librispeech_0862,data\raw\librispeech_sample\librispeech_0862.wav,MASTER TAD IS RIGHT DECIDED THE GUIDE GAZING AT THE TWO BOYS APPROVINGLY,16000,LibriSpeech dev-clean,validation
librispeech_0863,data\raw\librispeech_sample\librispeech_0863.wav,I PROTEST SHOUTED THE PROFESSOR,16000,LibriSpeech dev-clean,validation
librispeech_0864,data\raw\librispeech_sample\librispeech_0864.wav,YOU'D HAVE BOTH OF US AT THE BOTTOM IF I LEFT IT TO YOU TO TAKE CARE OF THIS END,16000,LibriSpeech dev-clean,validation
librispeech_0865,data\raw\librispeech_sample\librispeech_0865.wav,BE SURE TO FASTEN HIM SECURELY TO THE LOOP BEFORE YOU GIVE THE SIGNAL TO HAUL UP WARNED THE GUIDE,16000,LibriSpeech dev-clean,validation
librispeech_0866,data\raw\librispeech_sample\librispeech_0866.wav,ARE YOU READY YES,16000,LibriSpeech dev-clean,validation
librispeech_0867,data\raw\librispeech_sample\librispeech_0867.wav,HE TILTED HIS HEAD TO LOOK UP,16000,LibriSpeech dev-clean,validation
librispeech_0868,data\raw\librispeech_sample\librispeech_0868.wav,THE MOVEMENT SENT HIS BODY SWAYING GIDDILY FROM SIDE TO SIDE,16000,LibriSpeech dev-clean,validation
librispeech_0869,data\raw\librispeech_sample\librispeech_0869.wav,CAUTIOUSLY PLACING A HAND AGAINST THE ROCKS TO STEADY HIMSELF TAD WISELY CONCLUDED THAT HEREAFTER IT WOULD NOT PAY TO BE TOO CURIOUS,16000,LibriSpeech dev-clean,validation
librispeech_0870,data\raw\librispeech_sample\librispeech_0870.wav,SLOWLY BUT STEADILY THE SLENDER LINE WAS PAID OUT AMID A TENSE SILENCE ON THE PART OF THE LITTLE GROUP AT THE TOP OF THE CANYOU,16000,LibriSpeech dev-clean,validation
librispeech_0871,data\raw\librispeech_sample\librispeech_0871.wav,AFTER WHAT SEEMED TO THEM HOURS A SHARP CALL FROM THE DEPTHS REACHED THEIR EARS,16000,LibriSpeech dev-clean,validation
librispeech_0872,data\raw\librispeech_sample\librispeech_0872.wav,LIGE QUICKLY MADE FAST THE LINE TO A TREE,16000,LibriSpeech dev-clean,validation
